================================================================
BIO-REACTOR LSTM MODEL PERFORMANCE REPORT
================================================================

STATE VARIABLE       | MSE (Mean Sq. Error) | MAE (Mean Abs. Error) | R2 Score  
1.2725     | 0.093162        | 0.093000        | 0.000162       
1.2805     | 0.094817        | 0.094630        | 0.000187       
1.2885     | 0.096500        | 0.096286        | 0.000213       
1.2965     | 0.098210        | 0.097972        | 0.000238       
1.3045     | 0.099948        | 0.099686        | 0.000263       
1.3125     | 0.101715        | 0.101429        | 0.000286       
1.3205     | 0.103511        | 0.103201        | 0.000310       
1.3285     | 0.105336        | 0.105005        | 0.000331       
1.3365     | 0.107191        | 0.106838        | 0.000352       
1.3445     | 0.109076        | 0.108704        | 0.000372       
1.3525     | 0.110992        | 0.110600        | 0.000391       
1.3605     | 0.112939        | 0.112529        | 0.000410       
1.3685     | 0.114917        | 0.114490        | 0.000427       
1.3766     | 0.116927        | 0.116485        | 0.000442       
1.3846     | 0.118970        | 0.118514        | 0.000456       
1.3926     | 0.121046        | 0.120577        | 0.000468       
1.4006     | 0.123155        | 0.122675        | 0.000480       
1.4086     | 0.125298        | 0.124809        | 0.000489       
1.4166     | 0.127487        | 0.126979        | 0.000509       
1.4246     | 0.129713        | 0.129185        | 0.000528       
1.4326     | 0.131976        | 0.131431        | 0.000545       
1.4406     | 0.134276        | 0.133715        | 0.000561       
1.4486     | 0.136615        | 0.136039        | 0.000576       
1.4566     | 0.138992        | 0.138402        | 0.000590       
1.4646     | 0.141409        | 0.140807        | 0.000602       
1.4726     | 0.143865        | 0.143253        | 0.000613       
1.4806     | 0.146362        | 0.145742        | 0.000621       
1.4886     | 0.148901        | 0.148273        | 0.000628       
1.4966     | 0.151481        | 0.150848        | 0.000633       
1.5046     | 0.154103        | 0.153468        | 0.000636       
1.5126     | 0.156769        | 0.156131        | 0.000638       
1.5206     | 0.159479        | 0.158842        | 0.000637       
1.5286     | 0.162232        | 0.161599        | 0.000634       
1.5366     | 0.165031        | 0.164402        | 0.000629       
1.5446     | 0.167876        | 0.167254        | 0.000621       
1.5526     | 0.170766        | 0.170155        | 0.000611       
1.5606     | 0.173704        | 0.173105        | 0.000599       
1.5686     | 0.176690        | 0.176106        | 0.000584       
1.5766     | 0.179724        | 0.179158        | 0.000566       
1.5846     | 0.182807        | 0.182262        | 0.000545       
1.5926     | 0.185940        | 0.185418        | 0.000522       
1.6006     | 0.189124        | 0.188628        | 0.000496       
1.6086     | 0.192358        | 0.191892        | 0.000466       
1.6166     | 0.195645        | 0.195212        | 0.000433       
1.6246     | 0.198984        | 0.198588        | 0.000396       
1.6327     | 0.202387        | 0.202021        | 0.000366       
1.6407     | 0.205853        | 0.205511        | 0.000341       
1.6487     | 0.209376        | 0.209059        | 0.000316       
1.6567     | 0.212957        | 0.212666        | 0.000290       
1.6647     | 0.216597        | 0.216334        | 0.000263       
1.6727     | 0.220297        | 0.220062        | 0.000235       
1.6807     | 0.224058        | 0.223851        | 0.000206       
1.6887     | 0.227881        | 0.227704        | 0.000177       
1.6967     | 0.231766        | 0.231619        | 0.000148       
1.7047     | 0.235716        | 0.235599        | 0.000117       
1.7127     | 0.239729        | 0.239644        | 0.000085       
1.7207     | 0.243809        | 0.243756        | 0.000053       
1.7287     | 0.247955        | 0.247935        | 0.000020       
1.7367     | 0.252169        | 0.252182        | 0.000014       
1.7447     | 0.256451        | 0.256498        | 0.000047       
1.7527     | 0.260803        | 0.260885        | 0.000082       
1.7607     | 0.265225        | 0.265343        | 0.000118       
1.7687     | 0.269719        | 0.269873        | 0.000154       
1.7767     | 0.274286        | 0.274477        | 0.000191       
1.7847     | 0.278926        | 0.279154        | 0.000228       
1.7927     | 0.283641        | 0.283908        | 0.000267       
1.8007     | 0.288432        | 0.288738        | 0.000306       
1.8087     | 0.293299        | 0.293646        | 0.000346       
1.8167     | 0.298245        | 0.298633        | 0.000388       
1.8247     | 0.303269        | 0.303699        | 0.000430       
1.8327     | 0.308374        | 0.308846        | 0.000473       
1.8407     | 0.313559        | 0.314076        | 0.000517       
1.8487     | 0.318831        | 0.319390        | 0.000558       
1.8567     | 0.324207        | 0.324788        | 0.000581       
1.8647     | 0.329670        | 0.330273        | 0.000602       
1.8727     | 0.335223        | 0.335845        | 0.000622       
1.8808     | 0.340865        | 0.341504        | 0.000639       
1.8888     | 0.346600        | 0.347254        | 0.000654       
1.8968     | 0.352427        | 0.353094        | 0.000667       
1.9048     | 0.358350        | 0.359028        | 0.000678       
1.9128     | 0.364368        | 0.365054        | 0.000686       
1.9208     | 0.370483        | 0.371176        | 0.000693       
1.9288     | 0.376697        | 0.377395        | 0.000698       
1.9368     | 0.383011        | 0.383711        | 0.000700       
1.9448     | 0.389427        | 0.390127        | 0.000700       
1.9528     | 0.395946        | 0.396644        | 0.000699       
1.9608     | 0.402569        | 0.403264        | 0.000695       
1.9688     | 0.409299        | 0.409987        | 0.000689       
1.9768     | 0.416136        | 0.416817        | 0.000681       
1.9848     | 0.423082        | 0.423754        | 0.000673       
1.9928     | 0.430138        | 0.430799        | 0.000661       

--- STATE: HCO3 ---
Time (h)   | True            | Pred            | Diff           
------------------------------------------------------------
0.4002     | 0.000000        | 0.001466        | 0.001466       
0.4082     | 0.000000        | 0.000575        | 0.000575       
0.4162     | 0.000000        | 0.000000        | 0.000000       
0.4242     | 0.000000        | 0.000000        | 0.000000       
0.4322     | 0.000000        | 0.000000        | 0.000000       
0.4402     | 0.000000        | 0.000000        | 0.000000       
0.4482     | 0.000000        | 0.000000        | 0.000000       
0.4562     | 0.000000        | 0.000000        | 0.000000       
0.4642     | 0.000000        | 0.000000        | 0.000000       
0.4722     | 0.000000        | 0.000000        | 0.000000       
0.4802     | 0.000000        | 0.000000        | 0.000000       
0.4882     | 0.000000        | 0.000000        | 0.000000       
0.4962     | 0.000000        | 0.000000        | 0.000000       
0.5042     | 0.000000        | 0.000002        | 0.000002       
0.5122     | 0.000000        | 0.000054        | 0.000054       
0.5202     | 0.000000        | 0.000093        | 0.000093       
0.5282     | 0.000000        | 0.000121        | 0.000121       
0.5362     | 0.000000        | 0.000140        | 0.000140       
0.5442     | 0.000000        | 0.000150        | 0.000150       
0.5522     | 0.000000        | 0.000154        | 0.000154       
0.5602     | 0.000000        | 0.000154        | 0.000154       
0.5682     | 0.000000        | 0.000151        | 0.000151       
0.5762     | 0.000000        | 0.000145        | 0.000145       
0.5842     | 0.000000        | 0.000139        | 0.000139       
0.5922     | 0.000000        | 0.000131        | 0.000131       
0.6002     | 0.000000        | 0.000124        | 0.000124       
0.6082     | 0.000000        | 0.000117        | 0.000117       
0.6162     | 0.000000        | 0.000111        | 0.000111       
0.6242     | 0.000000        | 0.000106        | 0.000106       
0.6323     | 0.000000        | 0.000102        | 0.000102       
0.6403     | 0.000000        | 0.000098        | 0.000098       
0.6483     | 0.000000        | 0.000096        | 0.000096       
0.6563     | 0.000000        | 0.000094        | 0.000094       
0.6643     | 0.000000        | 0.000093        | 0.000093       
0.6723     | 0.000000        | 0.000092        | 0.000092       
0.6803     | 0.000000        | 0.000092        | 0.000092       
0.6883     | 0.000000        | 0.000091        | 0.000091       
0.6963     | 0.000000        | 0.000091        | 0.000091       
0.7043     | 0.000000        | 0.000091        | 0.000091       
0.7123     | 0.000000        | 0.000091        | 0.000091       
0.7203     | 0.000000        | 0.000090        | 0.000090       
0.7283     | 0.000000        | 0.000090        | 0.000090       
0.7363     | 0.000000        | 0.000088        | 0.000088       
0.7443     | 0.000000        | 0.000087        | 0.000087       
0.7523     | 0.000000        | 0.000085        | 0.000085       
0.7603     | 0.000000        | 0.000083        | 0.000083       
0.7683     | 0.000000        | 0.000081        | 0.000081       
0.7763     | 0.000000        | 0.000078        | 0.000078       
0.7843     | 0.000000        | 0.000075        | 0.000075       
0.7923     | 0.000000        | 0.000072        | 0.000072       
0.8003     | 0.000000        | 0.000068        | 0.000068       
0.8083     | 0.000000        | 0.000064        | 0.000064       
0.8163     | 0.000000        | 0.000060        | 0.000060       
0.8243     | 0.000000        | 0.000055        | 0.000055       
0.8323     | 0.000000        | 0.000051        | 0.000051       
0.8403     | 0.000000        | 0.000046        | 0.000046       
0.8483     | 0.000000        | 0.000041        | 0.000041       
0.8563     | 0.000000        | 0.000036        | 0.000036       
0.8643     | 0.000000        | 0.000031        | 0.000031       
0.8723     | 0.000000        | 0.000026        | 0.000026       
0.8804     | 0.000000        | 0.000021        | 0.000021       
0.8884     | 0.000000        | 0.000016        | 0.000016       
0.8964     | 0.000000        | 0.000012        | 0.000012       
0.9044     | 0.000000        | 0.000007        | 0.000007       
0.9124     | 0.000000        | 0.000003        | 0.000003       
0.9204     | 0.000000        | 0.000000        | 0.000000       
0.9284     | 0.000000        | 0.000000        | 0.000000       
0.9364     | 0.000000        | 0.000000        | 0.000000       
0.9444     | 0.000000        | 0.000000        | 0.000000       
0.9524     | 0.000000        | 0.000000        | 0.000000       
0.9604     | 0.000000        | 0.000000        | 0.000000       
0.9684     | 0.000000        | 0.000000        | 0.000000       
0.9764     | 0.000000        | 0.000000        | 0.000000       
0.9844     | 0.000000        | 0.000000        | 0.000000       
0.9924     | 0.000000        | 0.000000        | 0.000000       
1.0004     | 0.000000        | 0.000000        | 0.000000       
1.0084     | 0.000000        | 0.000000        | 0.000000       
1.0164     | 0.000000        | 0.000000        | 0.000000       
1.0244     | 0.000000        | 0.000000        | 0.000000       
1.0324     | 0.000000        | 0.000000        | 0.000000       
1.0404     | 0.000000        | 0.000000        | 0.000000       
1.0484     | 0.000000        | 0.000000        | 0.000000       
1.0564     | 0.000000        | 0.000000        | 0.000000       
